close,high,low,open,volumefrom,volumeto
615.77,618.35,613.01,617.65,13430.26,8320759.4
617.29,618.81,612.76,615.77,25230.93,15597892.34
640.45,642.35,615.6,617.29,55765.89,35367127.91
635.99,642.51,632.19,640.45,26952.73,17240000.95
635.6,639.52,632.25,635.99,25614.65,16387361.92
637.92,640.46,630.66,635.6,31421.75,20114873.61
637.03,641.4,635.06,637.92,12381.25,7970927.57
640.12,642.18,636.39,637.03,12886.16,8306925.43
637.37,641.29,634.89,640.12,27691.09,17742610.19
635.34,639.34,632.23,637.37,24598.13,15725013.13
629.06,637.27,624.09,635.34,35289.02,22379197.69
628.34,630.83,625.48,629.06,20943.99,13252110.98
630.45,633.26,627.58,628.34,28087.96,17836383.25
655.48,659.89,629.72,630.45,37097.19,24154228.12
653.03,661.2,648.78,655.48,21907.32,14418212.04
650.49,654.32,645.68,653.03,33243.05,21726106.55
651.0,662.54,647.65,650.49,36742.93,24179462.12
674.67,678.39,651.39,651.0,47670.4,31949607.32
682.3,687.88,672.26,674.67,46557.39,31862181.34
686.24,688.43,678.63,682.3,38968.34,26829414.0
714.95,720.19,685.22,686.24,54028.31,38351348.64
697.27,714.91,689.51,714.95,39328.5,27793236.64
698.67,707.21,682.17,697.27,38046.55,26687188.09
726.76,734.36,695.2,698.67,68064.91,49453950.69
733.51,735.78,718.14,726.76,39043.27,28452232.03
684.87,744.43,670.4,733.51,96409.44,69067917.54
702.08,706.64,681.27,684.87,48235.17,33762721.43
702.11,706.38,694.03,702.08,22018.95,15554565.72
709.91,714.13,697.63,702.11,25809.88,18363567.63
705.4,711.66,698.35,709.91,30743.71,21797370.12
710.9,714.63,700.96,705.4,39732.33,28262235.71
721.42,741.23,707.13,710.9,70698.2,51548567.54
714.57,723.02,707.31,721.42,33327.52,23931322.76
714.97,719.79,711.67,714.57,25583.38,18386841.21
704.27,717.37,701.08,714.97,27601.81,19677656.63
701.97,705.61,685.01,704.27,36136.74,25249834.8
704.56,708.03,696.11,701.97,37752.31,26613445.03
711.1,716.93,697.91,704.56,41401.17,29562740.26
740.28,745.98,708.14,711.1,79569.14,58304902.39
737.53,751.91,730.08,740.28,62772.48,46942756.4
746.96,751.43,730.95,737.53,39708.18,29666065.54
747.89,755.34,737.44,746.96,25625.82,19276573.28
728.51,752.26,712.77,747.89,47423.27,34876785.19
736.19,744.33,726.55,728.51,32508.2,24010681.87
749.34,754.01,730.62,736.19,44441.44,33225195.21
741.07,750.93,731.34,749.34,37869.33,28258203.98
735.31,744.24,726.19,741.07,37239.41,27531777.52
740.39,741.25,728.97,735.31,28846.87,21299510.69
734.14,740.96,725.62,740.39,22578.17,16682481.58
729.42,738.29,727.11,734.14,21354.15,15735824.63
733.3,738.1,727.74,729.42,34117.31,25153838.93
732.56,737.04,727.78,733.3,32567.83,24030304.1
742.49,745.39,730.57,732.56,39277.45,29210351.41
752.63,755.48,741.08,742.49,54029.19,40690942.17
770.94,779.02,752.25,752.63,63217.85,48893613.64
764.24,772.32,755.81,770.94,38445.54,30234128.1
766.39,769.23,758.8,764.24,19163.97,14755120.48
754.34,769.18,746.01,766.39,51164.97,39082688.28
758.21,762.48,750.91,754.34,33430.33,25497771.6
765.56,769.02,754.27,758.21,34864.8,26755412.58
768.49,773.41,761.17,765.56,28780.25,22208497.22
770.48,773.48,765.03,768.49,24176.98,18722048.47
774.0,776.96,769.19,770.48,18017.98,14049110.07
767.91,774.16,763.0,774.0,17140.02,13269086.38
778.47,781.26,767.86,767.91,28759.72,22442991.37
778.74,790.33,767.77,778.47,33108.65,25894856.06
776.5,780.77,771.01,778.74,24782.47,19326375.41
775.21,780.27,773.12,776.5,26224.24,20452116.66
782.05,783.94,773.31,775.21,27607.57,21650384.64
787.17,791.57,779.36,782.05,23581.31,18648778.51
789.01,791.26,783.8,787.17,14532.68,11525747.48
789.79,793.73,786.31,789.01,25460.54,20238681.94
799.1,800.02,787.12,789.79,34480.19,27406319.09
829.21,833.13,795.98,799.1,65293.55,53411082.07
860.15,874.68,828.87,829.21,70557.59,60511618.45
917.17,920.26,858.04,860.15,102224.08,91802931.23
891.07,920.49,880.79,917.17,46030.07,41576781.41
891.07,895.24,851.42,891.07,42483.29,37173377.51
898.38,909.32,885.88,891.07,38787.58,35002753.4
925.78,937.91,893.38,898.38,49691.61,45966615.06
972.17,974.51,925.49,925.78,77285.8,73811803.99
971.08,982.57,949.23,972.17,61124.62,59226667.89
959.04,971.59,927.4,971.08,70839.81,67449149.3
963.38,965.47,942.4,959.04,27559.31,26379401.89
995.44,1001.61,956.1,963.38,41148.52,40570922.99
1017.05,1031.68,990.2,995.44,64951.63,66038073.34
1033.3,1035.47,1006.53,1017.05,54788.01,56085870.7
1135.41,1148.54,1022.32,1033.3,156272.17,170584623.04
989.35,1150.63,874.53,1135.41,240007.84,244839289.77
886.16,1027.42,852.55,989.35,194290.96,179160668.84
888.87,900.86,806.66,886.16,130663.09,113037531.71
900.86,936.13,875.85,888.87,76905.99,70298340.37
899.78,910.47,870.91,900.86,62579.5,55963281.18
904.37,911.32,890.12,899.78,53709.46,48644106.82
785.43,917.65,751.63,904.37,194436.54,160194109.8
810.11,828.21,739.55,785.43,120241.76,93986701.88
824.83,835.05,771.0,810.11,89861.97,72555875.62
819.63,838.9,808.27,824.83,44207.74,36594482.0
821.17,826.43,808.63,819.63,24401.41,20004735.1
827.34,836.66,817.7,821.17,33222.93,27592899.17
899.66,906.38,825.04,827.34,82207.99,72272727.15
872.03,913.67,845.87,899.66,69258.17,61042392.11
895.21,905.28,870.71,872.03,58440.87,52300814.98
892.91,901.49,878.9,895.21,38865.48,34847130.33
919.84,928.93,889.46,892.91,40378.21,37129176.59
918.84,938.38,888.62,919.84,47927.32,44074299.79
921.46,927.98,910.85,918.84,32744.43,30261054.5
893.75,925.61,889.15,921.46,58874.32,53468911.31
894.41,905.7,883.63,893.75,37902.18,34014866.15
915.56,919.32,893.49,894.41,33800.2,30795685.98
918.01,922.56,907.92,915.56,30968.49,28503144.41
918.51,921.89,912.84,918.01,14307.36,13251844.02
914.55,922.4,912.68,918.51,11052.31,10214368.33
920.73,922.35,911.51,914.55,19062.15,17604172.47
965.49,967.45,917.38,920.73,54670.21,51869216.53
982.43,986.57,959.82,965.49,45223.3,44035816.37
1003.97,1009.13,973.5,982.43,50863.87,50633910.56
1013.02,1023.72,989.21,1003.97,61671.88,62431017.97
1031.85,1041.04,1000.41,1013.02,39461.62,40406542.54
1016.11,1033.66,1004.05,1031.85,31058.49,31669956.98
1024.67,1030.6,1010.83,1016.11,32019.82,32828350.27
1049.56,1054.1,1019.87,1024.67,39553.25,41318349.43
1055.49,1069.23,1020.33,1049.56,65145.12,68336320.22
978.96,1073.03,924.65,1055.49,146746.26,145839317.48
997.61,1005.6,947.02,978.96,62132.99,60639111.4
1008.32,1014.32,983.93,997.61,28319.39,28504495.1
996.52,1007.82,992.45,1008.32,14750.39,14825023.07
995.36,1007.61,975.1,996.52,32908.63,32785064.4
1008.34,1013.8,986.46,995.36,39537.9,39810076.3
1008.19,1010.93,999.73,1008.34,23359.15,23569549.45
1031.93,1040.28,1007.39,1008.19,38080.21,39114743.32
1049.41,1057.39,1025.87,1031.93,45711.79,47815360.54
1052.28,1063.21,1044.68,1049.41,25362.02,26856521.18
1048.89,1056.48,1037.67,1052.28,17953.15,18876881.86
1077.56,1081.78,1040.99,1048.89,31010.85,32959720.15
1119.03,1123.03,1073.54,1077.56,57048.87,62908569.43
1120.46,1132.25,1094.83,1119.03,47913.31,53647453.34
1171.91,1181.6,1113.54,1120.46,65737.1,75663167.44
1176.49,1211.74,1092.41,1171.91,108170.88,126978010.75
1149.05,1180.01,1116.21,1176.49,45860.52,53003830.46
1171.58,1177.47,1130.61,1149.05,30764.77,35750258.05
1188.83,1195.82,1164.27,1171.58,35468.84,42035366.64
1189.27,1208.22,1175.75,1188.83,50579.83,60371869.57
1222.66,1225.04,1154.55,1189.27,51153.83,61964760.57
1255.47,1286.98,1211.96,1222.66,78492.01,98040639.32
1283.3,1291.35,1250.8,1255.47,67275.49,85876262.86
1264.32,1285.78,1228.73,1283.3,38418.2,48597934.9
1271.22,1273.28,1242.1,1264.32,25430.23,32104972.38
1277.01,1280.61,1261.0,1271.22,31026.9,39591110.81
1232.69,1280.89,1148.66,1277.01,87722.01,108673876.49
1146.97,1242.04,1136.88,1232.69,97875.25,116342973.91
1191.33,1206.97,1129.35,1146.97,59860.55,70427061.57
1112.39,1330.42,988.69,1191.33,190472.52,223836041.81
1179.22,1202.69,1104.78,1112.39,70747.22,82387198.06
1225.11,1235.46,1160.9,1179.22,44412.09,53441762.07
1238.19,1245.63,1205.61,1225.11,60460.94,74376298.14
1243.14,1255.52,1218.38,1238.19,45142.05,56058617.23
1253.43,1256.95,1236.43,1243.14,43592.4,54486699.63
1172.88,1260.24,1118.96,1253.43,132773.3,159409024.53
1071.71,1174.9,1063.48,1172.88,163739.0,183879768.71
971.38,1103.61,940.18,1071.71,210424.36,212772055.65
1022.6,1063.67,967.31,971.38,106444.72,108128237.76
1047.51,1057.5,1005.05,1022.6,61431.4,63833143.48
1121.29,1125.53,1043.87,1047.51,92591.27,101051998.73
1044.72,1121.88,997.78,1121.29,115286.08,120730492.05
1035.03,1062.79,1022.02,1044.72,56517.89,58898141.13
939.7,1038.38,927.35,1035.03,132599.72,130042865.54
966.3,995.96,890.43,939.7,127044.59,118395054.45
969.44,1004.32,946.65,966.3,85332.41,83255983.42
1045.14,1048.85,961.8,969.44,91256.43,92332221.14
1044.42,1068.41,1015.45,1045.14,80000.9,83567551.46
1041.9,1058.66,1008.34,1044.42,68852.51,71261535.48
1037.91,1052.66,1020.93,1041.9,74984.88,77633883.53
1079.11,1088.2,1035.18,1037.91,90987.94,96543920.02
1086.12,1103.74,1067.47,1079.11,50658.36,55020078.21
1097.4,1109.48,1074.21,1086.12,70980.71,77853933.84
1147.56,1157.87,1095.55,1097.4,98499.3,111870807.42
1141.77,1161.19,1122.15,1147.56,70998.95,81164094.44
1129.87,1143.84,1110.06,1141.77,69469.37,78335573.66
1188.7,1201.55,1130.51,1129.87,92357.58,108182158.18
1190.49,1201.23,1173.18,1188.7,59746.57,71184485.98
1180.78,1198.22,1166.65,1190.49,33180.63,39393003.33
1204.34,1215.1,1173.99,1180.78,45351.08,54498333.26
1206.71,1214.87,1194.81,1204.34,40013.05,48473680.7
1220.74,1229.57,1195.76,1206.71,37394.78,45563707.07
1212.53,1225.46,1207.36,1220.74,44783.23,54699396.14
1176.2,1218.66,1150.29,1212.53,66051.93,78456422.62
1177.33,1195.4,1162.16,1176.2,47217.49,56129576.67
1176.99,1194.85,841.53,1177.33,28384.58,33877537.21
1176.8,1187.97,1166.74,1176.99,18930.29,22538918.55
1194.01,1202.97,1172.81,1176.8,46483.54,56095607.39
1206.09,1213.88,1191.14,1194.01,52747.52,64900219.25
1215.2,1218.21,1194.08,1206.09,43347.15,53034357.1
1238.09,1246.64,1210.67,1215.2,55194.86,69223360.98
1249.64,1256.97,1235.56,1238.09,41344.02,52498296.85
1240.89,1256.97,1215.78,1249.64,43814.59,55776932.72
1249.14,1256.23,1223.06,1240.89,42608.01,54224355.75
1248.18,1256.36,1234.86,1249.14,38542.24,49281629.32
1264.31,1272.62,1244.21,1248.18,43885.78,56659016.28
